Model,IndCentRatio,MinABSSurvCoef,AvgABSSurvCoef,MinPosSigRate,AvgPosSigRate,MinABSGeCohD,AvgABSGeCohD,NormIndCentRatio,NormMinABSSurvCoef,NormAvgABSSurvCoef,NormMinPosSigRate,NormAvgPosSigRate,NormMinABSGeCohD,NormAvgABSGeCohD,Metrics,MaxSurvpVal
M03_RCFR_S1_Epo22.hdf5,0.3761467889908257,3.0452314145955373,3.9227658579171,0.0526315789473684,0.2375,0.1376282677372136,0.1749246268375142,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
M03_RCFR_S2_Epo22.hdf5,0.3888888888888889,3.0452314145955373,4.220828516526082,0.0443864229765013,0.2389033942558746,0.1336160106093239,0.1716936633146503,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
