Model,AvgtPRate,AvgtAdjPRate,MintAdjPRate,AvgABSGeCohD,MinABSGeCohD,AvgABSSurvCoef,MinABSSurvCoef,AvgSurvpVal,MaxSurvpVal,NegExpAvgSurvpVal,NegExpMinSurvpVal,AvgNegSigRate,MinNegSigRate,AvgPosSigRate,MinPosSigRate,IndCentRatio,GroupM,EpNum
M04_RCFR_AC_NoCL_W1_S1_Epo01.hdf5,0.0375,0.001,0.0,0.05718654746071515,0.05272108722245799,0.10386081377338893,0.03403524182567303,0.6012500000000001,0.822,0.5481260501294057,0.4395516714733476,0.001,0.0,0.0,0.0,0.7630662020905923,1,1
M04_RCFR_AC_NoCL_W1_S1_Epo02.hdf5,0.096,0.0005,0.0,0.07820013524911554,0.06273682635686435,0.07504025734542767,0.03568479524792962,0.686,0.811,0.5035863913063714,0.4444134305116268,0.0005,0.0,0.0,0.0,0.6774193548387096,1,2
M04_RCFR_AC_NoCL_W1_S1_Epo03.hdf5,0.466,0.3295,0.078,0.15168693660630472,0.0975510907041229,0.2161731889510425,0.08445561661454101,0.29925,0.684,0.7413740427544523,0.5045945719335512,0.3245,0.076,0.005,0.0,0.6774193548387096,1,3
M04_RCFR_AC_NoCL_W1_S1_Epo04.hdf5,0.5585,0.47750000000000004,0.0,0.21689016566772856,0.10014882143492733,0.8390492178579979,0.6662368647661727,0.0,0.0,1.0,1.0,0.468,0.0,0.009500000000000001,0.0,0.6219931271477663,1,4
M04_RCFR_AC_NoCL_W1_S1_Epo05.hdf5,0.4665,0.35600000000000004,0.102,0.17890332555571875,0.10266991318821012,1.4839241734569877,1.0348990078490827,0.0,0.0,1.0,1.0,0.331,0.102,0.025,0.0,0.5128205128205128,1,5
M04_RCFR_AC_NoCL_W1_S1_Epo06.hdf5,0.421,0.3365,0.048,0.17037950949564193,0.07857589596189113,1.8697494033964805,1.1785781706490908,0.0,0.0,1.0,1.0,0.284,0.046,0.0525,0.0,0.5324675324675324,1,6
M04_RCFR_AC_NoCL_W1_S1_Epo07.hdf5,0.425,0.34049999999999997,0.062,0.17032703799841545,0.07717216242353431,2.1994002830152706,1.324662994631437,0.0,0.0,1.0,1.0,0.286,0.06,0.05450000000000001,0.002,0.4889589905362776,1,7
M04_RCFR_AC_NoCL_W1_S1_Epo08.hdf5,0.4205,0.3305,0.018,0.169031660312408,0.07143717315589115,3.125956803469112,1.5568132487144273,0.0,0.0,1.0,1.0,0.28,0.018,0.0505,0.0,0.4889589905362776,1,8
M04_RCFR_AC_NoCL_W1_S1_Epo09.hdf5,0.424,0.319,0.024,0.16702956753663734,0.07779331421138196,3.8508071152394523,2.35980085462304,0.0,0.0,1.0,1.0,0.2765,0.024,0.0425,0.0,0.5374592833876222,1,9
M04_RCFR_AC_NoCL_W1_S1_Epo10.hdf5,0.423,0.318,0.028,0.17181722995941145,0.082401691762704,3.8915572121235202,2.338040246528466,0.0,0.0,1.0,1.0,0.273,0.026,0.045,0.0,0.5464684014869888,1,10
M04_RCFR_AC_NoCL_W1_S1_Epo11.hdf5,0.43199999999999994,0.3225,0.032,0.16764570533408465,0.08911232743429809,3.8304745027762035,2.5290356837495933,0.0,0.0,1.0,1.0,0.297,0.032,0.0255,0.0,0.49640287769784175,1,11
M04_RCFR_AC_NoCL_W1_S1_Epo12.hdf5,0.4255,0.325,0.038,0.17570913689897583,0.07724398398472264,3.801044788208218,2.2289084275010596,0.0,0.0,1.0,1.0,0.2905,0.038,0.0345,0.0,0.5210237659963437,1,12
M04_RCFR_AC_NoCL_W1_S1_Epo13.hdf5,0.4395,0.337,0.088,0.1669185747336861,0.09998979982910518,3.4933570153641735,2.9329497158399573,0.0,0.0,1.0,1.0,0.3145,0.086,0.0225,0.0,0.45200698080279234,1,13
M04_RCFR_AC_NoCL_W1_S1_Epo14.hdf5,0.4365,0.3215,0.022,0.1786786553012256,0.08503807002444864,3.7177723069390045,2.123543418566828,0.0,0.0,1.0,1.0,0.2955,0.022,0.026,0.0,0.49640287769784175,1,14
M04_RCFR_AC_NoCL_W1_S1_Epo15.hdf5,0.4545,0.34900000000000003,0.096,0.17181390508745606,0.10845090340324902,3.2408436266632714,2.42639131840432,0.0,0.0,1.0,1.0,0.331,0.094,0.018000000000000002,0.0,0.43944636678200694,1,15
M04_RCFR_AC_NoCL_W1_S1_Epo16.hdf5,0.4435,0.3505,0.062,0.18261378182418087,0.08055704597531642,3.5431569644819856,2.151661470940603,0.0,0.0,1.0,1.0,0.32149999999999995,0.06,0.029,0.002,0.4883720930232558,1,16
M04_RCFR_AC_NoCL_W1_S1_Epo17.hdf5,0.491,0.39649999999999996,0.156,0.19480613361407417,0.10220906976830005,3.219680272977162,2.0423956920303366,0.0,0.0,1.0,1.0,0.3815,0.156,0.015,0.0,0.4369602763385147,1,17
M04_RCFR_AC_NoCL_W1_S1_Epo18.hdf5,0.4945,0.39749999999999996,0.174,0.1998075038831133,0.09812194562609998,3.0479814501083107,2.0230726670174786,0.0,0.0,1.0,1.0,0.3755,0.158,0.022,0.0,0.4004474272930649,1,18
M04_RCFR_AC_NoCL_W1_S1_Epo19.hdf5,0.5175,0.426,0.164,0.2217064450584969,0.10639757991272478,3.0646273094235714,2.0766017286898033,0.0,0.0,1.0,1.0,0.413,0.148,0.013000000000000001,0.0,0.40358744394618834,1,19
M04_RCFR_AC_NoCL_W1_S1_Epo20.hdf5,0.5235,0.4215,0.142,0.25570984089926135,0.11032248745803347,2.85875232405437,2.0140218896518993,0.0,0.0,1.0,1.0,0.4095,0.136,0.012,0.0,0.42596810933940776,1,20
M04_RCFR_AC_NoCL_W1_S1_Epo21.hdf5,0.595,0.521,0.266,0.3034919577143377,0.13013766303357857,2.5296583085806477,1.8361729216707625,0.0,0.0,1.0,1.0,0.509,0.262,0.012,0.0,0.38898163606010017,1,21
M04_RCFR_AC_NoCL_W1_S1_Epo22.hdf5,0.631,0.5515,0.256,0.32969072635259217,0.14679596711036516,2.4100526956244877,1.6441357562734709,0.0,0.0,1.0,1.0,0.546,0.25,0.0055,0.0,0.3312,1,22
