Model,GroupM,EpNum,IndCentRatio,MinABSSurvCoef,AvgABSSurvCoef,MinNegSigRate,AvgNegSigRate,MinABSGeCohD,AvgABSGeCohD,MaxSurvpVal,Metrics
M01_CFR_S5_Epo10.hdf5,5,10,0.008547008547008548,0.10202969843818425,0.34456103760591217,0.002,0.166,0.1258801549626633,0.3988371429096196,0.601,0.6306615435036577
M01_CFR_S2_Epo10.hdf5,2,10,0.006396588486140725,0.09355554977118781,0.5633726766297447,0.002,0.1455,0.12262374855656995,0.4334554180587099,0.574,0.6152017402461616
M01_CFR_S4_Epo10.hdf5,4,10,0.006396588486140725,0.09355554977118781,0.5694031722384711,0.002,0.1455,0.12915515824395266,0.4350882704805556,0.574,0.6128155632022607
M01_CFR_S1_Epo10.hdf5,1,10,0.008547008547008548,0.09355554977118781,0.3266277991632185,0.002,0.163,0.12242602001038824,0.4016825433353623,0.601,0.6096574930126893
M01_CFR_S3_Epo10.hdf5,3,10,0.008547008547008548,0.09355554977118781,0.3266277991632185,0.002,0.1635,0.12262374855656995,0.40177986750740435,0.601,0.6057260287804239
