Model,IndCentRatio,MinABSSurvCoef,AvgABSSurvCoef,MinNegSigRate,AvgNegSigRate,MinABSGeCohD,AvgABSGeCohD,NormIndCentRatio,NormMinABSSurvCoef,NormAvgABSSurvCoef,NormMinNegSigRate,NormAvgNegSigRate,NormMinABSGeCohD,NormAvgABSGeCohD,Metrics,MaxSurvpVal
M04_RCFR_AC_NoCL_W1_S4_Epo13.hdf5,0.45200698080279234,2.8961191511564826,3.478582190857802,0.08333333333333333,0.3175,0.1024538110690279,0.17040104900838746,0.3974138805811759,0.9583442970410888,0.013165194626052161,0.12903225806451601,0.0,0.9356403524191738,0.10427618125839831,2.537872163990405,0.0
M04_RCFR_AC_NoCL_W1_S2_Epo73.hdf5,0.42272727272727273,2.6665327393601745,3.4738876556138187,0.12,0.3341666666666666,0.09694695876586504,0.20153038228267411,0.0,0.6986799814005447,0.0,0.4838709677419354,0.2222222222222214,0.30792698102056937,0.9722644493168833,2.6849646017021542,0.0
M04_RCFR_AC_NoCL_W1_S1_Epo13.hdf5,0.45200698080279234,2.9329497158399573,3.4933570153641735,0.08666666666666667,0.32416666666666666,0.10301843035174534,0.1666613118271196,0.3974138805811759,1.0,0.0545992088751628,0.16129032258064513,0.08888888888888871,1.0,0.0,2.702192300925873,0.0
M04_RCFR_AC_NoCL_W1_S3_Epo11.hdf5,0.49640287769784175,2.5290356837495933,3.8304745027762035,0.07,0.32,0.09424555318506482,0.17276182094017628,1.0,0.5431695634783044,1.0,0.0,0.03333333333333336,0.0,0.17010227275541967,2.746605169567057,0.0
M04_RCFR_AC_NoCL_W1_S5_Epo17.hdf5,0.4444444444444444,2.048783513680217,3.50980906401053,0.17333333333333334,0.3925,0.10179138916951783,0.20252508374642988,0.2947674705331159,0.0,0.10073677333464039,1.0,1.0,0.8601324105063474,1.0,4.255636654374103,0.0
