Model,IndCentRatio,MinABSSurvCoef,AvgABSSurvCoef,MinPosSigRate,AvgPosSigRate,MinABSGeCohD,AvgABSGeCohD,NormIndCentRatio,NormMinABSSurvCoef,NormAvgABSSurvCoef,NormMinPosSigRate,NormAvgPosSigRate,NormMinABSGeCohD,NormAvgABSGeCohD,Metrics,MaxSurvpVal
M06_RCFR_AC_W1_S4_Epo52.hdf5,0.3959731543624161,2.403263323769568,3.3609757303147663,0.19133333333333333,0.3777222222222222,0.11289448285317355,0.17541640807321524,0.4790268456375837,0.7007966328323479,0.7573085820114532,0.0,0.0036900369003682928,0.0,0.004182838582269606,1.9450049359640227,0.0
M06_RCFR_AC_W1_S5_Epo53.hdf5,0.3397745571658615,2.5304896034788973,3.104434384400517,0.19955555555555557,0.40022222222222226,0.1176290445705149,0.18666312651138503,0.0,1.0,0.2579433930089621,0.050408719346049166,0.19049815498154987,0.20980268467660845,0.2987779209613837,2.0074308729745534,0.0
M06_RCFR_AC_W1_S3_Epo52.hdf5,0.3959731543624161,2.3951802469501904,3.4856547916185545,0.19155555555555556,0.3772777777777778,0.11291764582843478,0.17525672038451662,0.4790268456375837,0.6817873227514588,1.0,0.0013623978201635645,0.0,0.001026421173707289,0.0,2.1632029873829137,0.0
M06_RCFR_AC_W1_S2_Epo55.hdf5,0.45709281961471104,2.105272865733961,2.988362949225302,0.28044444444444444,0.4977222222222222,0.12023964876795708,0.21343359131984474,1.0,0.0,0.0320069695544909,0.5463215258855586,1.0,0.32548641676215273,1.0,3.9038149122022023,0.0
M06_RCFR_AC_W1_S1_Epo55.hdf5,0.4101694915254237,2.3507530093173776,2.971919850609342,0.35444444444444445,0.4953333333333333,0.13546121847259254,0.20900056333991196,0.6000338983050845,0.5773059284666878,0.0,1.0,0.9801660516605166,1.0,0.8838818407238677,5.041387719156157,0.0
