Model,GroupM,EpNum,IndCentRatio,MinABSSurvCoef,AvgABSSurvCoef,MinPosSigRate,AvgPosSigRate,MinABSGeCohD,AvgABSGeCohD,MaxSurvpVal,Metrics
M08_RCFR_AC_W3_S3_Epo64.hdf5,3,64,0.34623655913978496,0.5498144379200317,1.3895675206808553,0.4953929539295393,0.7201897018970189,0.23527676630366198,0.34976978539924813,0.036,0.6367097101998132
M08_RCFR_AC_W3_S4_Epo64.hdf5,4,64,0.3312,0.6700986786483827,1.5630977009119407,0.4823848238482385,0.682249322493225,0.20541348005203514,0.3250025906976712,0.012,0.635241045360812
M08_RCFR_AC_W3_S5_Epo66.hdf5,5,66,0.4259818731117825,0.441233618977555,1.1605909686469233,0.4878048780487805,0.7787456445993032,0.24428823110945416,0.3949241103302402,0.041,0.6102420130121327
M08_RCFR_AC_W3_S1_Epo90.hdf5,1,90,0.2084942084942085,0.5326748793798668,1.1858992013219818,0.5964646464646465,0.7506313131313131,0.27805116351276343,0.42296656987350306,0.053,0.5918838099154832
M08_RCFR_AC_W3_S2_Epo91.hdf5,2,91,0.21083172147001933,0.5880169959558532,1.3989152694907738,0.5067961165048543,0.7381067961165049,0.2693313858799739,0.397485684183859,0.031,0.5619773940152543
